uid,score,timePlaying,totalPoints,highscore,numberOfPlays,date,gameMode
"1423719019732",182,1853,1126,182,84,"Thu Feb 12 2015 14:25:52 GMT+0000 (UTC)","normal"
"1423719019732",2,1860,1128,182,85,"Thu Feb 12 2015 14:26:14 GMT+0000 (UTC)","normal"
"1423719019732",6,1871,1134,182,86,"Thu Feb 12 2015 14:26:28 GMT+0000 (UTC)","normal"
"1423719019732",2,1875,1136,182,87,"Thu Feb 12 2015 14:26:35 GMT+0000 (UTC)","normal"
"1423719019732",6,1886,1142,182,88,"Thu Feb 12 2015 14:26:55 GMT+0000 (UTC)","normal"
"1423719019732",19,1901,1055,182,88,"Thu Feb 12 2015 14:27:20 GMT+0000 (UTC)","normal"
"1423719019732",58,1961,1113,182,89,"Thu Feb 12 2015 14:28:28 GMT+0000 (UTC)","normal"
"1423719019732",59,1963,1114,182,89,"Thu Feb 12 2015 14:28:30 GMT+0000 (UTC)","normal"
"1423265542728",94,2060,14669,173,86,"Thu Feb 12 2015 14:28:59 GMT+0000 (UTC)","blacktheme"
"1423740064545",86,2733,193,352,55,"Thu Feb 12 2015 14:29:06 GMT+0000 (UTC)","blacktheme"
"1423265542728",102,2068,14577,173,86,"Thu Feb 12 2015 14:29:11 GMT+0000 (UTC)","blacktheme"
"1423265542728",104,2070,14379,173,86,"Thu Feb 12 2015 14:29:22 GMT+0000 (UTC)","blacktheme"
"1423265542728",138,2106,14113,173,86,"Thu Feb 12 2015 14:30:00 GMT+0000 (UTC)","blacktheme"
"1423265542728",146,2115,13721,173,86,"Thu Feb 12 2015 14:30:12 GMT+0000 (UTC)","blacktheme"
"1423265542728",181,2152,13256,181,86,"Thu Feb 12 2015 14:30:53 GMT+0000 (UTC)","blacktheme"
"1423265542728",182,2154,12657,182,86,"Thu Feb 12 2015 14:30:57 GMT+0000 (UTC)","blacktheme"
"1423265542728",217,2190,11992,217,86,"Thu Feb 12 2015 14:31:36 GMT+0000 (UTC)","blacktheme"
"1423265542728",217,2191,11192,217,86,"Thu Feb 12 2015 14:31:39 GMT+0000 (UTC)","blacktheme"
"1423265542728",222,2197,10297,222,86,"Thu Feb 12 2015 14:31:48 GMT+0000 (UTC)","blacktheme"
"1423265542728",264,2240,9339,264,86,"Thu Feb 12 2015 14:32:34 GMT+0000 (UTC)","blacktheme"
"1423265542728",264,2241,8239,264,86,"Thu Feb 12 2015 14:32:39 GMT+0000 (UTC)","blacktheme"
"1423265542728",264,2241,7039,264,86,"Thu Feb 12 2015 14:32:41 GMT+0000 (UTC)","blacktheme"
"1423265542728",281,2260,5756,281,86,"Thu Feb 12 2015 14:33:02 GMT+0000 (UTC)","blacktheme"
"1423265542728",318,2300,4393,318,86,"Thu Feb 12 2015 14:33:47 GMT+0000 (UTC)","blacktheme"
"1423740064545",33,2774,226,352,56,"Thu Feb 12 2015 14:41:37 GMT+0000 (UTC)","normal"
"1423740064545",44,2819,270,352,57,"Thu Feb 12 2015 14:42:38 GMT+0000 (UTC)","normal"
"1423740064545",77,2888,347,352,58,"Thu Feb 12 2015 14:44:34 GMT+0000 (UTC)","blacktheme"
"1423740064545",25,2909,372,352,59,"Thu Feb 12 2015 14:46:47 GMT+0000 (UTC)","blacktheme"
"1423740064545",106,3005,478,352,60,"Thu Feb 12 2015 14:53:32 GMT+0000 (UTC)","blacktheme"
"1423740064545",77,3074,555,352,61,"Thu Feb 12 2015 14:54:52 GMT+0000 (UTC)","blacktheme"
"1423740064545",178,3236,733,352,62,"Thu Feb 12 2015 14:57:37 GMT+0000 (UTC)","blacktheme"
"1423252868772",24,1643,560,233,55,"Thu Feb 12 2015 15:15:10 GMT+0000 (UTC)","blacktheme"
"1423252868772",27,1664,587,233,56,"Thu Feb 12 2015 15:15:33 GMT+0000 (UTC)","blacktheme"
"1423252868772",20,1680,607,233,57,"Thu Feb 12 2015 15:15:51 GMT+0000 (UTC)","blacktheme"
"1423740064545",45,3275,778,352,63,"Thu Feb 12 2015 15:16:25 GMT+0000 (UTC)","blacktheme"
"1423252868772",30,1702,637,233,58,"Thu Feb 12 2015 15:16:45 GMT+0000 (UTC)","blacktheme"
"1423740064545",143,3402,921,352,64,"Thu Feb 12 2015 15:18:35 GMT+0000 (UTC)","blacktheme"
"1423740064545",144,3403,922,352,64,"Thu Feb 12 2015 15:18:36 GMT+0000 (UTC)","blacktheme"
"1423740064545",22,3421,944,352,65,"Thu Feb 12 2015 15:19:02 GMT+0000 (UTC)","blacktheme"
"1423740064545",44,3461,988,352,66,"Thu Feb 12 2015 15:19:51 GMT+0000 (UTC)","blacktheme"
"1423740064545",15,3473,1003,352,67,"Thu Feb 12 2015 15:20:06 GMT+0000 (UTC)","blacktheme"
"1423740064545",0,3473,1003,352,68,"Thu Feb 12 2015 15:20:07 GMT+0000 (UTC)","blacktheme"
"1423740064545",0,3473,1003,352,69,"Thu Feb 12 2015 15:20:10 GMT+0000 (UTC)","blacktheme"
"1423740064545",142,3600,1145,352,70,"Thu Feb 12 2015 15:22:20 GMT+0000 (UTC)","blacktheme"
"1423439534924",0,43,36,35,6,"Thu Feb 12 2015 18:08:01 GMT+0000 (UTC)","normal"
"1423439534924",284,318,320,284,7,"Thu Feb 12 2015 18:12:41 GMT+0000 (UTC)","normal"
"1423740064545",266,3851,1411,352,72,"Thu Feb 12 2015 21:13:15 GMT+0000 (UTC)","blacktheme"
"1423740064545",267,3852,1412,352,72,"Thu Feb 12 2015 21:13:16 GMT+0000 (UTC)","blacktheme"
"1423740064545",42,3889,1454,352,73,"Thu Feb 12 2015 21:14:09 GMT+0000 (UTC)","blacktheme"
"1423740064545",66,3947,1520,352,74,"Thu Feb 12 2015 21:15:10 GMT+0000 (UTC)","blacktheme"
"1423740064545",31,3973,1551,352,75,"Thu Feb 12 2015 21:16:29 GMT+0000 (UTC)","blacktheme"
"1423740064545",37,4004,1588,352,76,"Thu Feb 12 2015 21:17:02 GMT+0000 (UTC)","blacktheme"
"1423740064545",148,4134,1736,352,77,"Thu Feb 12 2015 21:19:30 GMT+0000 (UTC)","blacktheme"
"1423740064545",31,4160,1767,352,78,"Thu Feb 12 2015 21:24:10 GMT+0000 (UTC)","blacktheme"
"1423740064545",3,4162,1770,352,79,"Thu Feb 12 2015 21:24:15 GMT+0000 (UTC)","blacktheme"
"1423740064545",36,4193,1806,352,80,"Thu Feb 12 2015 21:24:49 GMT+0000 (UTC)","blacktheme"
"1423740064545",9,4200,1815,352,81,"Thu Feb 12 2015 21:25:25 GMT+0000 (UTC)","blacktheme"
"1423740064545",48,4240,1863,352,82,"Thu Feb 12 2015 21:26:08 GMT+0000 (UTC)","blacktheme"
"1423740064545",17,4254,1880,352,83,"Thu Feb 12 2015 21:26:26 GMT+0000 (UTC)","blacktheme"
"1423740064545",52,4299,1932,352,84,"Thu Feb 12 2015 21:27:13 GMT+0000 (UTC)","blacktheme"
"1423740064545",0,4299,1932,352,85,"Thu Feb 12 2015 21:27:15 GMT+0000 (UTC)","blacktheme"
"1423740064545",48,4341,1980,352,86,"Thu Feb 12 2015 21:28:00 GMT+0000 (UTC)","blacktheme"
"1423740064545",113,4440,2093,352,87,"Thu Feb 12 2015 21:29:44 GMT+0000 (UTC)","blacktheme"
"1423740064545",19,4455,112,352,88,"Thu Feb 12 2015 21:30:39 GMT+0000 (UTC)","timeless"
"1423740064545",35,4485,147,352,89,"Thu Feb 12 2015 21:31:17 GMT+0000 (UTC)","blacktheme"
"1423740064545",3,4487,150,352,90,"Thu Feb 12 2015 21:31:21 GMT+0000 (UTC)","blacktheme"
"1423740064545",15,4502,165,352,91,"Thu Feb 12 2015 21:31:38 GMT+0000 (UTC)","blacktheme"
"1423333719826",9,1210,132,174,35,"Thu Feb 12 2015 23:47:41 GMT+0000 (UTC)","blacktheme"
"1423333719826",70,1268,202,174,36,"Thu Feb 12 2015 23:48:45 GMT+0000 (UTC)","blacktheme"
"1423333719826",5,1272,207,174,37,"Thu Feb 12 2015 23:49:12 GMT+0000 (UTC)","normal"
"1423333719826",48,1311,255,174,38,"Thu Feb 12 2015 23:49:54 GMT+0000 (UTC)","normal"
"1423333719826",8,1318,263,174,39,"Thu Feb 12 2015 23:50:02 GMT+0000 (UTC)","normal"
"1423333719826",7,1323,270,174,40,"Thu Feb 12 2015 23:50:11 GMT+0000 (UTC)","normal"
"1423252868772",5,1706,642,233,59,"Thu Feb 12 2015 23:51:09 GMT+0000 (UTC)","normal"
"1423333719826",51,1389,351,174,42,"Thu Feb 12 2015 23:51:34 GMT+0000 (UTC)","normal"
"1423333719826",5,1393,356,174,43,"Thu Feb 12 2015 23:51:35 GMT+0000 (UTC)","normal"
"1423333719826",5,1398,363,174,45,"Thu Feb 12 2015 23:51:35 GMT+0000 (UTC)","normal"
"1423333719826",2,1394,358,174,44,"Thu Feb 12 2015 23:51:36 GMT+0000 (UTC)","normal"
"1423333719826",19,1412,382,174,46,"Thu Feb 12 2015 23:51:53 GMT+0000 (UTC)","normal"
"1423333719826",0,1412,382,174,47,"Thu Feb 12 2015 23:51:54 GMT+0000 (UTC)","normal"
"1423333719826",6,1417,388,174,48,"Thu Feb 12 2015 23:52:03 GMT+0000 (UTC)","normal"
"1423252868772",59,1752,701,233,60,"Thu Feb 12 2015 23:52:14 GMT+0000 (UTC)","normal"
"1423333719826",30,1441,418,174,49,"Thu Feb 12 2015 23:52:31 GMT+0000 (UTC)","normal"
"1423333719826",7,1447,425,174,50,"Thu Feb 12 2015 23:52:33 GMT+0000 (UTC)","normal"
"1423333719826",3,1450,428,174,51,"Thu Feb 12 2015 23:52:44 GMT+0000 (UTC)","normal"
"1423333719826",18,1464,446,174,52,"Thu Feb 12 2015 23:52:58 GMT+0000 (UTC)","normal"
"1423333719826",6,1470,452,174,53,"Thu Feb 12 2015 23:53:07 GMT+0000 (UTC)","normal"
"1423333719826",11,1478,463,174,54,"Thu Feb 12 2015 23:53:17 GMT+0000 (UTC)","normal"
"1423252868772",97,1829,798,233,61,"Thu Feb 12 2015 23:53:23 GMT+0000 (UTC)","normal"
"1423252868772",78,1890,876,233,62,"Thu Feb 12 2015 23:54:30 GMT+0000 (UTC)","normal"
"1423252868772",8,1896,884,233,63,"Thu Feb 12 2015 23:54:31 GMT+0000 (UTC)","normal"
"1423333719826",33,1586,589,174,59,"Fri Feb 13 2015 00:17:43 GMT+0000 (UTC)","blacktheme"
"1423333719826",2,1588,591,174,60,"Fri Feb 13 2015 00:17:44 GMT+0000 (UTC)","blacktheme"
"1423333719826",2,1698,714,174,62,"Fri Feb 13 2015 00:49:32 GMT+0000 (UTC)","normal"
"1423333719826",62,1753,776,174,63,"Fri Feb 13 2015 00:50:30 GMT+0000 (UTC)","normal"
"1423333719826",6,1758,782,174,64,"Fri Feb 13 2015 00:50:42 GMT+0000 (UTC)","normal"
"1423333719826",19,1773,801,174,65,"Fri Feb 13 2015 00:58:44 GMT+0000 (UTC)","normal"
"1423333719826",94,1853,895,174,66,"Fri Feb 13 2015 01:01:23 GMT+0000 (UTC)","blacktheme"
"1423333719826",32,1878,927,174,67,"Fri Feb 13 2015 01:01:52 GMT+0000 (UTC)","blacktheme"
"1423333719826",151,2001,1078,174,68,"Fri Feb 13 2015 01:03:58 GMT+0000 (UTC)","blacktheme"
"1423333719826",162,2010,989,174,68,"Fri Feb 13 2015 01:04:12 GMT+0000 (UTC)","blacktheme"
"1423333719826",207,2048,834,207,68,"Fri Feb 13 2015 01:04:54 GMT+0000 (UTC)","blacktheme"
"1423333719826",272,2106,599,272,68,"Fri Feb 13 2015 01:05:57 GMT+0000 (UTC)","blacktheme"
"1423333719826",345,2169,272,345,68,"Fri Feb 13 2015 01:07:01 GMT+0000 (UTC)","blacktheme"
"1423740064545",251,4731,416,352,92,"Fri Feb 13 2015 01:22:11 GMT+0000 (UTC)","blacktheme"
"1423740064545",339,4811,404,352,92,"Fri Feb 13 2015 01:23:40 GMT+0000 (UTC)","blacktheme"
"1423740064545",378,4847,243,378,92,"Fri Feb 13 2015 01:24:17 GMT+0000 (UTC)","blacktheme"
"1423622559471",91,4060,96,172,95,"Fri Feb 13 2015 02:47:48 GMT+0000 (UTC)","timeless"
"1423252868772",0,1899,884,233,64,"Fri Feb 13 2015 10:28:58 GMT+0000 (UTC)","normal"
"1423740064545",1,4848,244,378,93,"Fri Feb 13 2015 15:13:27 GMT+0000 (UTC)","normal"
"1423740064545",35,4884,279,378,94,"Fri Feb 13 2015 15:14:05 GMT+0000 (UTC)","normal"
"1423333719826",26,2208,298,345,69,"Fri Feb 13 2015 15:40:44 GMT+0000 (UTC)","normal"
"1423333719826",112,2303,410,345,70,"Fri Feb 13 2015 15:42:36 GMT+0000 (UTC)","normal"
"1423333719826",132,2346,330,345,70,"Fri Feb 13 2015 15:43:06 GMT+0000 (UTC)","normal"
"1423333719826",64,2401,394,345,71,"Fri Feb 13 2015 15:44:33 GMT+0000 (UTC)","normal"
"1423333719826",88,2475,482,345,72,"Fri Feb 13 2015 15:57:49 GMT+0000 (UTC)","blacktheme"
"1423719019732",62,2026,1176,182,90,"Fri Feb 13 2015 17:44:47 GMT+0000 (UTC)","normal"
"1423719019732",4,2030,1180,182,91,"Fri Feb 13 2015 17:44:58 GMT+0000 (UTC)","normal"
"1423719019732",0,2030,1180,182,92,"Fri Feb 13 2015 17:44:59 GMT+0000 (UTC)","normal"
"1423719019732",34,2064,1214,182,93,"Fri Feb 13 2015 17:45:51 GMT+0000 (UTC)","normal"
"1423719019732",34,2066,1214,182,93,"Fri Feb 13 2015 17:45:54 GMT+0000 (UTC)","normal"
"1423719019732",42,2110,1256,182,94,"Fri Feb 13 2015 17:46:42 GMT+0000 (UTC)","normal"
"1423719019732",48,2158,1304,182,95,"Fri Feb 13 2015 17:47:35 GMT+0000 (UTC)","normal"
"1423719019732",59,2220,1363,182,96,"Fri Feb 13 2015 17:48:38 GMT+0000 (UTC)","normal"
"1423719019732",53,2278,1416,182,97,"Fri Feb 13 2015 17:50:03 GMT+0000 (UTC)","normal"
"1423719019732",282,2571,1698,282,98,"Fri Feb 13 2015 17:55:02 GMT+0000 (UTC)","normal"
"1423719019732",482,2772,1798,482,98,"Fri Feb 13 2015 17:58:26 GMT+0000 (UTC)","normal"
"1423333719826",24,2921,303,345,76,"Fri Feb 13 2015 19:08:59 GMT+0000 (UTC)","blacktheme"
"1423333719826",34,2949,337,345,77,"Fri Feb 13 2015 19:09:28 GMT+0000 (UTC)","blacktheme"
"1423719019732",12,2783,1810,482,99,"Fri Feb 13 2015 21:01:25 GMT+0000 (UTC)","normal"
"1423719019732",29,2809,1839,482,100,"Fri Feb 13 2015 21:01:53 GMT+0000 (UTC)","normal"
"1423719019732",64,2872,1903,482,101,"Fri Feb 13 2015 21:03:11 GMT+0000 (UTC)","normal"
"1423719019732",70,2937,1973,482,102,"Fri Feb 13 2015 21:04:21 GMT+0000 (UTC)","normal"
"1423719019732",79,3019,2052,482,103,"Fri Feb 13 2015 21:05:46 GMT+0000 (UTC)","normal"
"1423719019732",203,3221,255,482,104,"Fri Feb 13 2015 21:09:35 GMT+0000 (UTC)","timeless"
"1423740064545",58,4944,337,378,95,"Fri Feb 13 2015 22:23:42 GMT+0000 (UTC)","timeless"
"1423719019732",8,3229,263,482,105,"Sat Feb 14 2015 03:11:45 GMT+0000 (UTC)","normal"
"1423719019732",26,3256,289,482,106,"Sat Feb 14 2015 03:12:29 GMT+0000 (UTC)","normal"
"1423719019732",42,3297,331,482,107,"Sat Feb 14 2015 03:13:19 GMT+0000 (UTC)","normal"
"1423719019732",0,3300,331,482,108,"Sat Feb 14 2015 03:13:50 GMT+0000 (UTC)","normal"
"1423719019732",54,3357,385,482,109,"Sat Feb 14 2015 03:15:04 GMT+0000 (UTC)","normal"
"1423719019732",30,3387,415,482,110,"Sat Feb 14 2015 03:16:34 GMT+0000 (UTC)","normal"
"1423719019732",4,3393,419,482,111,"Sat Feb 14 2015 03:17:01 GMT+0000 (UTC)","normal"
"1423252868772",119,1999,1003,233,65,"Sat Feb 14 2015 06:08:21 GMT+0000 (UTC)","normal"
"1423252868772",340,2183,1124,340,65,"Sat Feb 14 2015 06:11:28 GMT+0000 (UTC)","normal"
"1423719019732",10,3524,429,482,112,"Sat Feb 14 2015 20:31:24 GMT+0000 (UTC)","timeless"
"1423252868772",59,2595,1409,328.0,72,"Thu Feb 19 2015 20:44:10 GMT+0000 (UTC)","normal"
"1423252868772",21,2611,1430,328.0,73,"Thu Feb 19 2015 20:44:10 GMT+0000 (UTC)","normal"
"1423252868772",159,2739,1589,328.0,74,"Thu Feb 19 2015 20:46:31 GMT+0000 (UTC)","normal"
"1423331323307",71,653,487,141,22,"Fri Feb 20 2015 01:02:12 GMT+0000 (UTC)","normal"
"1423331323307",94,673,410,141,22,"Fri Feb 20 2015 01:02:33 GMT+0000 (UTC)","normal"
"1423331323307",103,681,219,141,22,"Fri Feb 20 2015 01:02:44 GMT+0000 (UTC)","normal"
"1423331323307",104,682,220,141,22,"Fri Feb 20 2015 01:02:46 GMT+0000 (UTC)","normal"
"1423331323307",44,723,264,141,23,"Fri Feb 20 2015 01:03:31 GMT+0000 (UTC)","normal"
"1423252868772",15,2760,1607,328.0,76,"Sun Feb 22 2015 18:48:56 GMT+0000 (UTC)","normal"
"1423252868772",59,2817,1666,328.0,77,"Mon Feb 23 2015 00:54:06 GMT+0000 (UTC)","normal"
"1423622559471",118,4310,219,172,97,"Mon Feb 23 2015 06:05:18 GMT+0000 (UTC)","blacktheme"
"1424132020443",152,181,179,152,2,"Mon Feb 23 2015 12:42:29 GMT+0000 (UTC)","normal"
"1424132020443",153,181,180,153,2,"Mon Feb 23 2015 12:42:29 GMT+0000 (UTC)","normal"
"1423260905371",44,780,698,159,19,"Thu Feb 26 2015 12:15:11 GMT+0000 (UTC)","normal"
"1424132020443",3,184,183,153,3,"Sun Mar 01 2015 16:36:45 GMT+0000 (UTC)","normal"
"1424132020443",14,196,197,153,4,"Sun Mar 01 2015 16:36:57 GMT+0000 (UTC)","normal"
"1424132020443",85,271,282,153,5,"Sun Mar 01 2015 16:38:16 GMT+0000 (UTC)","normal"
"1424132020443",86,359,368,153,6,"Sun Mar 01 2015 16:39:55 GMT+0000 (UTC)","normal"
"1425303958949",0,3,0,0,1,"Mon Mar 02 2015 13:52:25 GMT+0000 (UTC)","normal"
"1425303958949",0,6,0,0,2,"Mon Mar 02 2015 13:52:28 GMT+0000 (UTC)","normal"
"1425303958949",0,9,0,0,3,"Mon Mar 02 2015 13:52:33 GMT+0000 (UTC)","normal"
"1425073052884",7,326,52,192,6,"Mon Mar 02 2015 14:32:14 GMT+0000 (UTC)","normal"
"1423266463779",0,103,67,35,6,"Mon Mar 02 2015 16:51:02 GMT+0000 (UTC)","normal"
"1423266463779",48,174,115,48,7,"Mon Mar 02 2015 16:52:42 GMT+0000 (UTC)","normal"
"1425315421807",0,3,0,0,1,"Mon Mar 02 2015 16:57:37 GMT+0000 (UTC)","normal"
"1425315421807",0,6,0,0,2,"Mon Mar 02 2015 16:57:37 GMT+0000 (UTC)","normal"
"1425315421807",0,7,0,0,3,"Mon Mar 02 2015 16:57:38 GMT+0000 (UTC)","normal"
"1425315421807",31,46,31,31,4,"Mon Mar 02 2015 16:58:19 GMT+0000 (UTC)","normal"
"1423266463779",1,178,116,48,8,"Mon Mar 02 2015 16:59:29 GMT+0000 (UTC)","normal"
"1423266463779",0,181,116,48,9,"Mon Mar 02 2015 16:59:32 GMT+0000 (UTC)","normal"
"1423266463779",4,192,120,48,10,"Mon Mar 02 2015 16:59:50 GMT+0000 (UTC)","normal"
"1423265542728",0,2509,4557,318,99,"Mon Mar 02 2015 17:02:56 GMT+0000 (UTC)","blacktheme"
"1423265542728",11,2523,4568,318,100,"Mon Mar 02 2015 17:03:12 GMT+0000 (UTC)","blacktheme"
"1423265542728",77,2615,4645,318,101,"Mon Mar 02 2015 17:04:46 GMT+0000 (UTC)","blacktheme"
"1423266463779",4,204,124,48,11,"Mon Mar 02 2015 17:09:37 GMT+0000 (UTC)","normal"
"1425316248364",0,1,0,0,1,"Mon Mar 02 2015 17:11:13 GMT+0000 (UTC)","normal"
"1425316248364",0,2,0,0,2,"Mon Mar 02 2015 17:11:13 GMT+0000 (UTC)","normal"
"1425316248364",17,21,17,17,3,"Mon Mar 02 2015 17:11:23 GMT+0000 (UTC)","normal"
"1425316248364",58,83,75,58,4,"Mon Mar 02 2015 17:12:36 GMT+0000 (UTC)","normal"
"1425073052884",0,327,52,192,7,"Mon Mar 02 2015 17:21:13 GMT+0000 (UTC)","normal"
"1425315421807",31,84,62,31,5,"Mon Mar 02 2015 17:26:33 GMT+0000 (UTC)","normal"
"1425322104704",0,6,0,0,1,"Mon Mar 02 2015 18:48:37 GMT+0000 (UTC)","normal"
"1425322104704",1,8,1,1,2,"Mon Mar 02 2015 18:48:42 GMT+0000 (UTC)","normal"
"1425322104704",1,10,2,1,3,"Mon Mar 02 2015 18:48:46 GMT+0000 (UTC)","normal"
"1425322104704",0,13,2,1,4,"Mon Mar 02 2015 18:48:50 GMT+0000 (UTC)","normal"
"1425322104704",2,16,4,2,5,"Mon Mar 02 2015 18:48:56 GMT+0000 (UTC)","normal"
"1425322104704",21,40,25,21,6,"Mon Mar 02 2015 18:49:22 GMT+0000 (UTC)","normal"
"1425322104704",81,131,106,81,7,"Mon Mar 02 2015 18:50:57 GMT+0000 (UTC)","normal"
"1425322104704",111,163,36,111,7,"Mon Mar 02 2015 18:51:32 GMT+0000 (UTC)","normal"
"1425315421807",36,148,110,36,7,"Mon Mar 02 2015 19:39:53 GMT+0000 (UTC)","normal"
"1425315421807",0,149,110,36,8,"Mon Mar 02 2015 19:39:55 GMT+0000 (UTC)","normal"
"1425315421807",30,197,140,36,9,"Mon Mar 02 2015 19:40:49 GMT+0000 (UTC)","normal"
"1425315421807",36,241,176,36,10,"Mon Mar 02 2015 19:41:35 GMT+0000 (UTC)","normal"
"1425315421807",94,347,270,94,11,"Mon Mar 02 2015 19:43:45 GMT+0000 (UTC)","normal"
"1425328661717",3,8,3,3,1,"Mon Mar 02 2015 20:38:20 GMT+0000 (UTC)","normal"
"1425328661717",5,13,8,5,2,"Mon Mar 02 2015 20:38:20 GMT+0000 (UTC)","normal"
"1425328661717",2,15,10,5,3,"Mon Mar 02 2015 20:38:24 GMT+0000 (UTC)","normal"
"1425328661717",30,48,40,30,4,"Mon Mar 02 2015 20:38:53 GMT+0000 (UTC)","normal"
"1425328661717",6,54,46,30,5,"Mon Mar 02 2015 20:39:56 GMT+0000 (UTC)","normal"
"1425328661717",37,93,83,37,6,"Mon Mar 02 2015 20:40:33 GMT+0000 (UTC)","normal"
"1425330872363",0,3,0,0,1,"Mon Mar 02 2015 21:14:25 GMT+0000 (UTC)","normal"
"1425330872363",31,36,31,31,2,"Mon Mar 02 2015 21:15:01 GMT+0000 (UTC)","normal"
"1423266463779",0,205,124,48,12,"Mon Mar 02 2015 21:21:45 GMT+0000 (UTC)","normal"
"1423266463779",0,206,124,48,13,"Mon Mar 02 2015 21:21:47 GMT+0000 (UTC)","normal"
"1423266463779",0,207,124,48,14,"Mon Mar 02 2015 21:21:49 GMT+0000 (UTC)","normal"
"1423266463779",21,236,145,48,15,"Mon Mar 02 2015 21:22:20 GMT+0000 (UTC)","normal"
"1425330872363",15,53,46,31,3,"Mon Mar 02 2015 21:35:29 GMT+0000 (UTC)","normal"
"1425330872363",0,54,46,31,4,"Mon Mar 02 2015 21:36:02 GMT+0000 (UTC)","normal"
"1425330872363",123,184,169,123,5,"Mon Mar 02 2015 21:38:40 GMT+0000 (UTC)","normal"
"1425328661717",30,184,166,50,9,"Mon Mar 02 2015 23:47:59 GMT+0000 (UTC)","normal"
"1425328661717",3,186,169,50,10,"Mon Mar 02 2015 23:48:01 GMT+0000 (UTC)","normal"
"1425328661717",11,195,180,50,11,"Mon Mar 02 2015 23:48:13 GMT+0000 (UTC)","normal"
"1425328661717",59,247,239,59,12,"Mon Mar 02 2015 23:49:11 GMT+0000 (UTC)","normal"
"1425328661717",0,248,239,59,13,"Mon Mar 02 2015 23:49:12 GMT+0000 (UTC)","normal"
"1425328661717",0,248,239,59,14,"Mon Mar 02 2015 23:49:15 GMT+0000 (UTC)","normal"
"1425328661717",2,250,241,59,15,"Mon Mar 02 2015 23:49:19 GMT+0000 (UTC)","normal"
"1425328661717",1,251,242,59,16,"Mon Mar 02 2015 23:49:40 GMT+0000 (UTC)","normal"
"1425338488133",82,210,200,82,3,"Tue Mar 03 2015 02:26:17 GMT+0000 (UTC)","normal"
"1425338488133",82,211,100,82,3,"Tue Mar 03 2015 02:26:23 GMT+0000 (UTC)","normal"
"1425350060844",0,10,0,0,1,"Tue Mar 03 2015 02:35:09 GMT+0000 (UTC)","normal"
"1425350060844",2,13,2,2,2,"Tue Mar 03 2015 02:35:14 GMT+0000 (UTC)","normal"
"1425350060844",0,13,2,2,3,"Tue Mar 03 2015 02:35:18 GMT+0000 (UTC)","normal"
"1425350060844",1,15,3,2,4,"Tue Mar 03 2015 02:35:22 GMT+0000 (UTC)","normal"
"1425350060844",1,17,4,2,5,"Tue Mar 03 2015 02:35:29 GMT+0000 (UTC)","normal"
"1425350924496",0,1,0,0,1,"Tue Mar 03 2015 02:48:58 GMT+0000 (UTC)","normal"
"1425350924496",0,1,0,0,2,"Tue Mar 03 2015 02:48:59 GMT+0000 (UTC)","normal"
"1425350924496",0,2,0,0,3,"Tue Mar 03 2015 02:49:30 GMT+0000 (UTC)","normal"
"1425350924496",0,3,0,0,4,"Tue Mar 03 2015 02:49:34 GMT+0000 (UTC)","normal"
"1425350924496",12,16,12,12,5,"Tue Mar 03 2015 02:51:28 GMT+0000 (UTC)","normal"
"1425350924496",6,22,18,12,6,"Tue Mar 03 2015 02:54:57 GMT+0000 (UTC)","normal"
"1425350924496",10,31,28,12,7,"Tue Mar 03 2015 02:55:08 GMT+0000 (UTC)","normal"
"1425350924496",10,41,38,12,8,"Tue Mar 03 2015 02:55:22 GMT+0000 (UTC)","normal"
"1425350924496",4,45,42,12,9,"Tue Mar 03 2015 02:55:31 GMT+0000 (UTC)","normal"
"1425350924496",1,46,43,12,10,"Tue Mar 03 2015 02:55:34 GMT+0000 (UTC)","normal"
"1425350924496",9,55,52,12,11,"Tue Mar 03 2015 02:55:45 GMT+0000 (UTC)","normal"
"1425350924496",5,60,57,12,12,"Tue Mar 03 2015 02:56:41 GMT+0000 (UTC)","normal"
"1425350924496",5,64,62,12,13,"Tue Mar 03 2015 02:56:48 GMT+0000 (UTC)","normal"
"1425350924496",6,69,68,12,14,"Tue Mar 03 2015 02:57:04 GMT+0000 (UTC)","normal"
"1425350924496",0,69,68,12,15,"Tue Mar 03 2015 02:57:06 GMT+0000 (UTC)","normal"
"1425350924496",4,72,72,12,16,"Tue Mar 03 2015 02:57:12 GMT+0000 (UTC)","normal"
"1425350924496",25,100,97,25,17,"Tue Mar 03 2015 02:57:42 GMT+0000 (UTC)","normal"
"1425350924496",0,139,132,35,18,"Tue Mar 03 2015 02:58:52 GMT+0000 (UTC)","normal"
"1425350924496",0,142,132,35,19,"Tue Mar 03 2015 02:59:01 GMT+0000 (UTC)","normal"
"1425350924496",0,145,132,35,20,"Tue Mar 03 2015 02:59:06 GMT+0000 (UTC)","normal"
"1425350924496",0,148,132,35,21,"Tue Mar 03 2015 03:05:02 GMT+0000 (UTC)","normal"
"1425350924496",6,154,138,35,22,"Tue Mar 03 2015 03:05:13 GMT+0000 (UTC)","normal"
"1425350924496",2,156,140,35,23,"Tue Mar 03 2015 03:05:16 GMT+0000 (UTC)","normal"
"1425350924496",6,161,146,35,24,"Tue Mar 03 2015 03:05:24 GMT+0000 (UTC)","normal"
