uid,score,timePlaying,totalPoints,highscore,numberOfPlays,date,gameMode
"1425350924496",5,166,151,35,25,"Tue Mar 03 2015 03:05:32 GMT+0000 (UTC)","normal"
"1425350924496",10,176,161,35,26,"Tue Mar 03 2015 03:05:46 GMT+0000 (UTC)","normal"
"1425350924496",1,177,162,35,27,"Tue Mar 03 2015 03:05:49 GMT+0000 (UTC)","normal"
"1425350924496",5,182,167,35,28,"Tue Mar 03 2015 03:05:56 GMT+0000 (UTC)","normal"
"1425350924496",16,197,183,35,29,"Tue Mar 03 2015 03:06:13 GMT+0000 (UTC)","normal"
"1425350924496",7,203,190,35,30,"Tue Mar 03 2015 03:06:22 GMT+0000 (UTC)","normal"
"1425350924496",4,206,194,35,31,"Tue Mar 03 2015 03:06:28 GMT+0000 (UTC)","normal"
"1425350924496",7,212,201,35,32,"Tue Mar 03 2015 03:06:36 GMT+0000 (UTC)","normal"
"1425350924496",82,298,283,82,33,"Tue Mar 03 2015 03:08:06 GMT+0000 (UTC)","normal"
"1425350924496",0,301,283,82,34,"Tue Mar 03 2015 03:08:11 GMT+0000 (UTC)","normal"
"1425350924496",1,302,284,82,35,"Tue Mar 03 2015 03:10:26 GMT+0000 (UTC)","normal"
"1425350924496",2,304,286,82,36,"Tue Mar 03 2015 03:11:42 GMT+0000 (UTC)","normal"
"1425350924496",13,321,299,82,37,"Tue Mar 03 2015 03:12:01 GMT+0000 (UTC)","normal"
"1425350924496",13,335,312,82,38,"Tue Mar 03 2015 03:12:18 GMT+0000 (UTC)","normal"
"1425350924496",21,354,333,82,39,"Tue Mar 03 2015 03:12:43 GMT+0000 (UTC)","normal"
"1425350924496",1,357,334,82,40,"Tue Mar 03 2015 03:12:48 GMT+0000 (UTC)","normal"
"1425350924496",6,362,340,82,41,"Tue Mar 03 2015 03:12:56 GMT+0000 (UTC)","normal"
"1425350924496",5,366,345,82,42,"Tue Mar 03 2015 03:13:03 GMT+0000 (UTC)","normal"
"1425350924496",3,368,348,82,43,"Tue Mar 03 2015 03:13:08 GMT+0000 (UTC)","normal"
"1425350924496",1,369,349,82,44,"Tue Mar 03 2015 03:13:11 GMT+0000 (UTC)","normal"
"1425350924496",24,391,373,82,45,"Tue Mar 03 2015 03:13:35 GMT+0000 (UTC)","normal"
"1425350924496",22,415,395,82,46,"Tue Mar 03 2015 03:14:04 GMT+0000 (UTC)","normal"
"1425350924496",4,420,399,82,47,"Tue Mar 03 2015 03:14:21 GMT+0000 (UTC)","normal"
"1425350924496",9,429,408,82,48,"Tue Mar 03 2015 03:14:33 GMT+0000 (UTC)","normal"
"1425350924496",1,430,409,82,49,"Tue Mar 03 2015 03:14:36 GMT+0000 (UTC)","normal"
"1425350924496",0,430,409,82,50,"Tue Mar 03 2015 03:14:38 GMT+0000 (UTC)","normal"
"1425350924496",1,431,410,82,51,"Tue Mar 03 2015 03:14:51 GMT+0000 (UTC)","normal"
"1425350924496",6,436,416,82,52,"Tue Mar 03 2015 03:14:58 GMT+0000 (UTC)","normal"
"1425350924496",15,449,431,82,53,"Tue Mar 03 2015 03:15:14 GMT+0000 (UTC)","normal"
"1425350924496",4,456,435,82,54,"Tue Mar 03 2015 03:15:23 GMT+0000 (UTC)","normal"
"1425350924496",15,469,450,82,55,"Tue Mar 03 2015 03:15:40 GMT+0000 (UTC)","normal"
"1425350924496",1,473,451,82,56,"Tue Mar 03 2015 04:22:33 GMT+0000 (UTC)","normal"
"1425350924496",4,477,455,82,57,"Tue Mar 03 2015 04:22:50 GMT+0000 (UTC)","normal"
"1425350924496",21,496,476,82,58,"Tue Mar 03 2015 04:23:13 GMT+0000 (UTC)","normal"
"1425350924496",2,498,478,82,59,"Tue Mar 03 2015 04:23:17 GMT+0000 (UTC)","normal"
"1425350924496",22,520,500,82,60,"Tue Mar 03 2015 04:23:41 GMT+0000 (UTC)","normal"
"1425357609459",0,3,0,0,1,"Tue Mar 03 2015 04:40:18 GMT+0000 (UTC)","normal"
"1425357609459",0,3,0,0,2,"Tue Mar 03 2015 04:40:20 GMT+0000 (UTC)","normal"
"1425357609459",103,115,103,103,3,"Tue Mar 03 2015 04:42:16 GMT+0000 (UTC)","normal"
"1423264530872",0,286,246,45,23,"Tue Mar 03 2015 10:39:35 GMT+0000 (UTC)","normal"
"1423264530872",4,293,250,45,24,"Tue Mar 03 2015 10:39:43 GMT+0000 (UTC)","normal"
"1423264530872",1,294,251,45,25,"Tue Mar 03 2015 10:39:58 GMT+0000 (UTC)","normal"
"1423264530872",3,298,254,45,26,"Tue Mar 03 2015 10:40:05 GMT+0000 (UTC)","normal"
"1423264530872",25,324,279,45,27,"Tue Mar 03 2015 10:40:33 GMT+0000 (UTC)","normal"
"1423264530872",0,325,279,45,28,"Tue Mar 03 2015 10:44:45 GMT+0000 (UTC)","normal"
"1423264530872",46,373,325,46,29,"Tue Mar 03 2015 10:45:35 GMT+0000 (UTC)","normal"
"1423264530872",8,382,333,46,30,"Tue Mar 03 2015 10:45:51 GMT+0000 (UTC)","normal"
"1423264530872",38,436,371,46,31,"Tue Mar 03 2015 11:12:58 GMT+0000 (UTC)","normal"
"1423264530872",5,450,376,46,32,"Tue Mar 03 2015 11:13:19 GMT+0000 (UTC)","normal"
"1423264530872",10,463,386,46,33,"Tue Mar 03 2015 11:13:35 GMT+0000 (UTC)","normal"
"1423264530872",1,464,387,46,34,"Tue Mar 03 2015 11:13:38 GMT+0000 (UTC)","normal"
"1423264530872",1,464,387,46,34,"Tue Mar 03 2015 11:13:42 GMT+0000 (UTC)","normal"
"1423264530872",10,478,397,46,35,"Tue Mar 03 2015 11:13:58 GMT+0000 (UTC)","normal"
"1423264530872",27,494,314,46,35,"Tue Mar 03 2015 11:14:22 GMT+0000 (UTC)","normal"
"1423264530872",31,526,345,46,36,"Tue Mar 03 2015 11:15:22 GMT+0000 (UTC)","normal"
"1425316248364",44,126,119,58,5,"Tue Mar 03 2015 17:15:01 GMT+0000 (UTC)","normal"
"1425316248364",5,134,124,58,6,"Tue Mar 03 2015 17:15:16 GMT+0000 (UTC)","normal"
"1425316248364",52,186,176,58,7,"Tue Mar 03 2015 17:16:10 GMT+0000 (UTC)","normal"
"1425421142661",1,8,1,1,1,"Tue Mar 03 2015 22:19:24 GMT+0000 (UTC)","normal"
"1425421142661",3,12,4,3,2,"Tue Mar 03 2015 22:19:31 GMT+0000 (UTC)","normal"
"1425421142661",1,13,5,3,3,"Tue Mar 03 2015 22:19:34 GMT+0000 (UTC)","normal"
"1425421142661",0,13,5,3,4,"Tue Mar 03 2015 22:19:37 GMT+0000 (UTC)","normal"
"1425421142661",3,17,8,3,5,"Tue Mar 03 2015 22:19:44 GMT+0000 (UTC)","normal"
"1425421142661",3,21,11,3,6,"Tue Mar 03 2015 22:19:50 GMT+0000 (UTC)","normal"
"1425421142661",2,26,13,3,7,"Tue Mar 03 2015 22:20:30 GMT+0000 (UTC)","normal"
"1425421142661",2,29,15,3,8,"Tue Mar 03 2015 22:20:36 GMT+0000 (UTC)","normal"
"1425421142661",30,70,45,30,9,"Tue Mar 03 2015 22:21:19 GMT+0000 (UTC)","normal"
"1425422431017",0,3,0,0,1,"Tue Mar 03 2015 22:40:44 GMT+0000 (UTC)","normal"
"1425422431017",0,3,0,0,2,"Tue Mar 03 2015 22:40:47 GMT+0000 (UTC)","normal"
"1425422431017",1,5,1,1,3,"Tue Mar 03 2015 22:40:52 GMT+0000 (UTC)","normal"
"1425422431017",0,8,1,1,4,"Tue Mar 03 2015 22:40:56 GMT+0000 (UTC)","normal"
"1425422431017",0,8,1,1,5,"Tue Mar 03 2015 22:40:59 GMT+0000 (UTC)","normal"
"1425422431017",4,13,5,4,6,"Tue Mar 03 2015 22:41:06 GMT+0000 (UTC)","normal"
"1425422431017",27,49,32,27,7,"Tue Mar 03 2015 22:41:45 GMT+0000 (UTC)","normal"
"1425422431017",27,49,32,27,7,"Tue Mar 03 2015 22:41:47 GMT+0000 (UTC)","normal"
"1425434928936",0,2,0,0,1,"Wed Mar 04 2015 02:08:56 GMT+0000 (UTC)","normal"
"1425434928936",1,5,1,1,1,"Wed Mar 04 2015 02:09:00 GMT+0000 (UTC)","normal"
"1425434928936",0,6,1,1,2,"Wed Mar 04 2015 02:09:04 GMT+0000 (UTC)","normal"
"1425434928936",0,6,1,1,3,"Wed Mar 04 2015 02:09:07 GMT+0000 (UTC)","normal"
"1425434928936",0,6,1,1,4,"Wed Mar 04 2015 02:09:09 GMT+0000 (UTC)","normal"
"1425434928936",0,9,1,1,5,"Wed Mar 04 2015 02:09:14 GMT+0000 (UTC)","normal"
"1425434928936",0,9,1,1,6,"Wed Mar 04 2015 02:09:35 GMT+0000 (UTC)","normal"
"1425434928936",22,31,23,22,7,"Wed Mar 04 2015 02:10:00 GMT+0000 (UTC)","normal"
"1425434928936",1,32,24,22,8,"Wed Mar 04 2015 02:10:03 GMT+0000 (UTC)","normal"
"1425434928936",5,36,29,22,9,"Wed Mar 04 2015 02:10:09 GMT+0000 (UTC)","normal"
"1425434928936",31,68,60,31,10,"Wed Mar 04 2015 02:10:50 GMT+0000 (UTC)","normal"
"1425434928936",92,159,152,92,11,"Wed Mar 04 2015 02:12:25 GMT+0000 (UTC)","normal"
"1425434928936",112,178,72,112,11,"Wed Mar 04 2015 02:12:48 GMT+0000 (UTC)","normal"
"1425438550037",18,38,18,18,1,"Wed Mar 04 2015 03:10:47 GMT+0000 (UTC)","normal"
"1425438550037",2,41,20,18,2,"Wed Mar 04 2015 03:11:24 GMT+0000 (UTC)","normal"
"1425438550037",57,125,77,57,3,"Wed Mar 04 2015 03:13:55 GMT+0000 (UTC)","normal"
"1425438550037",68,229,145,68,4,"Wed Mar 04 2015 03:15:47 GMT+0000 (UTC)","normal"
"1425438550037",76,240,53,76,4,"Wed Mar 04 2015 03:16:00 GMT+0000 (UTC)","normal"
"1425350924496",61,580,561,82,61,"Wed Mar 04 2015 04:09:08 GMT+0000 (UTC)","normal"
"1423265542728",22,2637,4667,318,102,"Wed Mar 04 2015 14:24:13 GMT+0000 (UTC)","blacktheme"
"1423265542728",2,2639,4669,318,103,"Wed Mar 04 2015 14:24:14 GMT+0000 (UTC)","blacktheme"
"1423265542728",14,2657,4683,318,104,"Wed Mar 04 2015 14:24:36 GMT+0000 (UTC)","blacktheme"
"1423696083091",9,210,96,41,20,"Wed Mar 04 2015 22:19:00 GMT+0000 (UTC)","normal"
"1423696083091",64,272,160,64,21,"Wed Mar 04 2015 22:19:42 GMT+0000 (UTC)","normal"
"1423696083091",36,308,196,64,22,"Wed Mar 04 2015 22:20:35 GMT+0000 (UTC)","normal"
"1423696083091",45,318,105,64,22,"Wed Mar 04 2015 22:20:47 GMT+0000 (UTC)","normal"
"1423696083091",61,378,166,64,23,"Wed Mar 04 2015 22:21:52 GMT+0000 (UTC)","normal"
"1423696083091",84,401,89,84,23,"Wed Mar 04 2015 22:22:27 GMT+0000 (UTC)","normal"
"1423696083091",6,409,95,84,24,"Wed Mar 04 2015 22:23:06 GMT+0000 (UTC)","normal"
"1423696083091",41,448,136,84,25,"Wed Mar 04 2015 22:23:51 GMT+0000 (UTC)","normal"
"1425350924496",3,583,564,82,62,"Thu Mar 05 2015 01:39:45 GMT+0000 (UTC)","normal"
"1425350924496",35,618,599,82,63,"Thu Mar 05 2015 01:40:22 GMT+0000 (UTC)","normal"
"1425350924496",11,629,610,82,64,"Thu Mar 05 2015 01:40:35 GMT+0000 (UTC)","normal"
"1425350924496",3,632,613,82,65,"Thu Mar 05 2015 01:40:40 GMT+0000 (UTC)","normal"
"1425350924496",1,633,614,82,66,"Thu Mar 05 2015 01:40:42 GMT+0000 (UTC)","normal"
"1425350924496",2,635,616,82,67,"Thu Mar 05 2015 01:40:47 GMT+0000 (UTC)","normal"
"1425350924496",40,676,656,82,68,"Thu Mar 05 2015 01:41:29 GMT+0000 (UTC)","normal"
"1425350924496",17,693,673,82,69,"Thu Mar 05 2015 01:41:48 GMT+0000 (UTC)","normal"
"1425350924496",44,735,717,82,70,"Thu Mar 05 2015 01:42:32 GMT+0000 (UTC)","normal"
"1425350924496",43,777,760,82,71,"Thu Mar 05 2015 01:43:36 GMT+0000 (UTC)","normal"
"1425350924496",26,800,786,82,72,"Thu Mar 05 2015 01:44:09 GMT+0000 (UTC)","normal"
"1425350924496",38,838,824,82,73,"Thu Mar 05 2015 01:45:03 GMT+0000 (UTC)","normal"
"1425350924496",97,1004,921,97,74,"Thu Mar 05 2015 01:47:56 GMT+0000 (UTC)","normal"
"1424132020443",29,388,397,153,7,"Thu Mar 05 2015 02:12:41 GMT+0000 (UTC)","normal"
"1425521853695",0,3,0,0,1,"Thu Mar 05 2015 02:17:49 GMT+0000 (UTC)","normal"
"1425521853695",0,6,0,0,1,"Thu Mar 05 2015 02:18:00 GMT+0000 (UTC)","normal"
"1425521853695",0,9,0,0,2,"Thu Mar 05 2015 02:18:05 GMT+0000 (UTC)","normal"
"1425521853695",0,12,0,0,3,"Thu Mar 05 2015 02:18:09 GMT+0000 (UTC)","normal"
"1425521853695",0,15,0,0,4,"Thu Mar 05 2015 02:18:14 GMT+0000 (UTC)","normal"
"1425521853695",2,19,2,2,5,"Thu Mar 05 2015 02:19:37 GMT+0000 (UTC)","normal"
"1425521853695",31,57,33,31,6,"Thu Mar 05 2015 02:20:17 GMT+0000 (UTC)","normal"
"1425521853695",36,97,69,36,7,"Thu Mar 05 2015 02:21:06 GMT+0000 (UTC)","normal"
"1425533982582",0,4,0,0,1,"Thu Mar 05 2015 05:40:05 GMT+0000 (UTC)","normal"
"1425533982582",0,6,0,0,2,"Thu Mar 05 2015 05:40:08 GMT+0000 (UTC)","normal"
"1425533982582",0,9,0,0,3,"Thu Mar 05 2015 05:40:14 GMT+0000 (UTC)","normal"
"1425533982582",0,12,0,0,4,"Thu Mar 05 2015 05:40:19 GMT+0000 (UTC)","normal"
"1425533982582",0,12,0,0,5,"Thu Mar 05 2015 05:40:22 GMT+0000 (UTC)","normal"
"1425533982582",0,12,0,0,6,"Thu Mar 05 2015 05:40:24 GMT+0000 (UTC)","normal"
"1425533982582",0,15,0,0,7,"Thu Mar 05 2015 05:40:29 GMT+0000 (UTC)","normal"
"1425533982582",0,18,0,0,8,"Thu Mar 05 2015 05:40:36 GMT+0000 (UTC)","normal"
"1425533982582",1,20,1,1,9,"Thu Mar 05 2015 05:41:07 GMT+0000 (UTC)","normal"
"1425533982582",6,27,7,6,10,"Thu Mar 05 2015 05:41:16 GMT+0000 (UTC)","normal"
"1425533982582",2,30,9,6,11,"Thu Mar 05 2015 05:41:22 GMT+0000 (UTC)","normal"
"1425533982582",84,128,93,84,12,"Thu Mar 05 2015 05:43:03 GMT+0000 (UTC)","normal"
"1425533982582",0,128,93,84,13,"Thu Mar 05 2015 05:44:12 GMT+0000 (UTC)","normal"
"1425533982582",32,164,125,84,14,"Thu Mar 05 2015 05:47:37 GMT+0000 (UTC)","normal"
"1425328661717",5,261,247,59,17,"Thu Mar 05 2015 10:34:11 GMT+0000 (UTC)","normal"
"1425328661717",18,282,265,59,18,"Thu Mar 05 2015 10:34:41 GMT+0000 (UTC)","normal"
"1425328661717",0,285,265,59,19,"Thu Mar 05 2015 15:29:58 GMT+0000 (UTC)","normal"
"1425328661717",1,287,266,59,20,"Thu Mar 05 2015 15:30:03 GMT+0000 (UTC)","normal"
"1425328661717",31,323,297,59,21,"Thu Mar 05 2015 15:30:44 GMT+0000 (UTC)","normal"
"1425073052884",3,330,55,192,8,"Thu Mar 05 2015 21:02:06 GMT+0000 (UTC)","normal"
"1425073052884",3,331,58,192,9,"Thu Mar 05 2015 21:02:16 GMT+0000 (UTC)","normal"
"1425073052884",0,334,58,192,9,"Thu Mar 05 2015 21:02:19 GMT+0000 (UTC)","normal"
"1425073052884",3,335,61,192,10,"Thu Mar 05 2015 21:02:58 GMT+0000 (UTC)","normal"
"1425073052884",0,338,61,192,10,"Thu Mar 05 2015 21:03:01 GMT+0000 (UTC)","normal"
"1425434928936",15,664,128,118,31,"Thu Mar 05 2015 21:03:59 GMT+0000 (UTC)","normal"
"1425434928936",2,666,130,118,32,"Thu Mar 05 2015 21:04:03 GMT+0000 (UTC)","normal"
"1425434928936",6,671,136,118,33,"Thu Mar 05 2015 21:04:10 GMT+0000 (UTC)","normal"
"1425434928936",30,702,166,118,34,"Thu Mar 05 2015 21:04:44 GMT+0000 (UTC)","normal"
"1425434928936",9,710,175,118,35,"Thu Mar 05 2015 21:04:55 GMT+0000 (UTC)","normal"
"1425434928936",17,725,192,118,36,"Thu Mar 05 2015 21:05:13 GMT+0000 (UTC)","normal"
"1425434928936",0,728,192,118,37,"Thu Mar 05 2015 21:05:18 GMT+0000 (UTC)","normal"
"1425073052884",3,340,64,192,11,"Thu Mar 05 2015 21:07:34 GMT+0000 (UTC)","normal"
"1425073052884",3,343,64,192,11,"Thu Mar 05 2015 21:07:36 GMT+0000 (UTC)","normal"
"1425073052884",5,347,69,192,12,"Thu Mar 05 2015 21:07:43 GMT+0000 (UTC)","normal"
"1425073052884",5,349,69,192,12,"Thu Mar 05 2015 21:07:46 GMT+0000 (UTC)","normal"
"1425073052884",4,355,73,192,13,"Thu Mar 05 2015 21:07:55 GMT+0000 (UTC)","normal"
"1425073052884",7,360,80,192,14,"Thu Mar 05 2015 21:08:41 GMT+0000 (UTC)","normal"
"1425073052884",7,362,80,192,14,"Thu Mar 05 2015 21:08:45 GMT+0000 (UTC)","normal"
"1425073052884",2,364,82,192,15,"Thu Mar 05 2015 21:08:50 GMT+0000 (UTC)","normal"
"1425073052884",7,370,89,192,16,"Thu Mar 05 2015 21:09:01 GMT+0000 (UTC)","normal"
"1425073052884",7,373,89,192,16,"Thu Mar 05 2015 21:09:04 GMT+0000 (UTC)","normal"
"1423252868772",7,3241,42,328.0,88,"Thu Mar 05 2015 21:10:41 GMT+0000 (UTC)","normal"
"1423252868772",7,3244,42,328.0,88,"Thu Mar 05 2015 21:10:44 GMT+0000 (UTC)","normal"
"1423252868772",5,3248,47,328.0,89,"Thu Mar 05 2015 21:10:51 GMT+0000 (UTC)","normal"
"1423252868772",0,3251,47,328.0,90,"Thu Mar 05 2015 21:10:56 GMT+0000 (UTC)","normal"
"1423252868772",4,3256,51,328.0,91,"Thu Mar 05 2015 21:11:15 GMT+0000 (UTC)","normal"
"1423696083091",24,475,60,84,27,"Thu Mar 05 2015 22:00:14 GMT+0000 (UTC)","normal"
"1423696083091",42,515,102,84,28,"Thu Mar 05 2015 22:02:00 GMT+0000 (UTC)","normal"
"1423696083091",44,517,4,84,28,"Thu Mar 05 2015 22:02:05 GMT+0000 (UTC)","normal"
"1423696083091",82,596,86,84,29,"Thu Mar 05 2015 22:03:36 GMT+0000 (UTC)","normal"
"1423696083091",0,599,86,84,30,"Thu Mar 05 2015 22:03:43 GMT+0000 (UTC)","normal"
"1423696083091",18,617,104,84,31,"Thu Mar 05 2015 22:25:24 GMT+0000 (UTC)","normal"
"1423696083091",18,617,4,84,31,"Thu Mar 05 2015 22:25:27 GMT+0000 (UTC)","normal"
"1423696083091",66,680,70,84,32,"Thu Mar 05 2015 22:27:06 GMT+0000 (UTC)","normal"
"1423696083091",93,769,163,93,33,"Thu Mar 05 2015 22:28:11 GMT+0000 (UTC)","normal"
"1423696083091",0,776,67,97,34,"Thu Mar 05 2015 22:28:28 GMT+0000 (UTC)","normal"
"1423696083091",1,780,68,97,35,"Thu Mar 05 2015 22:28:43 GMT+0000 (UTC)","normal"
"1423696083091",31,817,99,97,36,"Thu Mar 05 2015 22:29:26 GMT+0000 (UTC)","normal"
"1423696083091",97,773,67,97,33,"Thu Mar 05 2015 22:29:27 GMT+0000 (UTC)","normal"
"1423696083091",34,859,133,97,37,"Thu Mar 05 2015 22:30:19 GMT+0000 (UTC)","normal"
"1423696083091",0,862,133,97,38,"Thu Mar 05 2015 22:43:10 GMT+0000 (UTC)","normal"
"1423703243941",10,2249,20255,97,110,"Fri Mar 06 2015 00:43:20 GMT+0000 (UTC)","normal"
"1423703243941",30,2288,20285,97,111,"Fri Mar 06 2015 00:44:05 GMT+0000 (UTC)","normal"
"1423703243941",33,2327,20318,97,112,"Fri Mar 06 2015 00:44:50 GMT+0000 (UTC)","normal"
"1423703243941",33,2329,20218,97,112,"Fri Mar 06 2015 00:45:07 GMT+0000 (UTC)","normal"
"1423703243941",7,2340,20225,97,113,"Fri Mar 06 2015 00:45:20 GMT+0000 (UTC)","normal"
"1425328661717",39,368,336,59,22,"Fri Mar 06 2015 00:49:06 GMT+0000 (UTC)","normal"
"1425328661717",63,433,399,63,23,"Fri Mar 06 2015 00:50:02 GMT+0000 (UTC)","normal"
"1425328661717",110,560,509,110,24,"Fri Mar 06 2015 00:54:54 GMT+0000 (UTC)","normal"
"1425328661717",111,560,510,111,24,"Fri Mar 06 2015 00:54:55 GMT+0000 (UTC)","normal"
"1425328661717",1,562,511,111,25,"Fri Mar 06 2015 00:54:56 GMT+0000 (UTC)","normal"
"1425328661717",0,565,11,111,26,"Fri Mar 06 2015 00:55:48 GMT+0000 (UTC)","blacktheme"
"1425328661717",0,568,11,111,27,"Fri Mar 06 2015 00:55:52 GMT+0000 (UTC)","blacktheme"
"1425328661717",0,571,11,111,28,"Fri Mar 06 2015 00:55:57 GMT+0000 (UTC)","blacktheme"
"1425328661717",0,574,11,111,29,"Fri Mar 06 2015 00:56:02 GMT+0000 (UTC)","blacktheme"
"1425328661717",4,580,15,111,30,"Fri Mar 06 2015 00:56:15 GMT+0000 (UTC)","blacktheme"
"1425328661717",0,581,15,111,31,"Fri Mar 06 2015 00:56:17 GMT+0000 (UTC)","blacktheme"
"1425328661717",0,584,15,111,32,"Fri Mar 06 2015 00:56:25 GMT+0000 (UTC)","blacktheme"
"1425328661717",28,610,43,111,33,"Fri Mar 06 2015 00:56:51 GMT+0000 (UTC)","blacktheme"
"1425328661717",1,614,44,111,34,"Fri Mar 06 2015 01:04:06 GMT+0000 (UTC)","normal"
"1425328661717",7,622,51,111,35,"Fri Mar 06 2015 01:04:09 GMT+0000 (UTC)","normal"
"1425328661717",7,625,51,111,35,"Fri Mar 06 2015 01:04:12 GMT+0000 (UTC)","normal"
"1425328661717",2,628,53,111,36,"Fri Mar 06 2015 01:04:19 GMT+0000 (UTC)","normal"
"1423265542728",7,2753,4662,318,110,"Fri Mar 06 2015 11:13:40 GMT+0000 (UTC)","blacktheme"
"1423265542728",5,2757,4667,318,111,"Fri Mar 06 2015 11:13:46 GMT+0000 (UTC)","blacktheme"
"1423265542728",39,2797,4706,318,112,"Fri Mar 06 2015 11:14:29 GMT+0000 (UTC)","blacktheme"
"1423265542728",43,2804,4610,318,112,"Fri Mar 06 2015 11:14:38 GMT+0000 (UTC)","blacktheme"
"1423265542728",0,2807,4610,318,113,"Fri Mar 06 2015 11:14:44 GMT+0000 (UTC)","blacktheme"
"1423252868772",3,3261,54,328.0,92,"Fri Mar 06 2015 12:57:52 GMT+0000 (UTC)","normal"
"1423252868772",82,3327,136,328.0,93,"Fri Mar 06 2015 12:59:15 GMT+0000 (UTC)","normal"
"1423252868772",106,3346,60,328.0,93,"Fri Mar 06 2015 12:59:36 GMT+0000 (UTC)","normal"
"1423252868772",3,3351,63,328.0,94,"Fri Mar 06 2015 13:12:51 GMT+0000 (UTC)","normal"
"1423252868772",2,3354,65,328.0,95,"Fri Mar 06 2015 13:12:56 GMT+0000 (UTC)","normal"
"1423252868772",3,3361,68,328.0,96,"Fri Mar 06 2015 13:13:04 GMT+0000 (UTC)","normal"
"1423252868772",4,3365,72,328.0,97,"Fri Mar 06 2015 13:13:11 GMT+0000 (UTC)","normal"
"1423252868772",0,3365,72,328.0,98,"Fri Mar 06 2015 13:13:16 GMT+0000 (UTC)","normal"
"1423252868772",0,3368,72,328.0,99,"Fri Mar 06 2015 13:15:12 GMT+0000 (UTC)","blacktheme"
"1423252868772",1,3369,73,328.0,100,"Fri Mar 06 2015 13:15:17 GMT+0000 (UTC)","blacktheme"
"1425434928936",0,729,192,118,38,"Fri Mar 06 2015 19:28:15 GMT+0000 (UTC)","normal"
"1425434928936",0,732,192,118,39,"Fri Mar 06 2015 19:28:21 GMT+0000 (UTC)","normal"
"1425434928936",3,734,195,118,40,"Fri Mar 06 2015 19:28:25 GMT+0000 (UTC)","normal"
"1425434928936",2,734,197,118,41,"Fri Mar 06 2015 19:28:27 GMT+0000 (UTC)","normal"
"1425434928936",0,735,197,118,42,"Fri Mar 06 2015 19:28:29 GMT+0000 (UTC)","normal"
"1425434928936",0,735,197,118,42,"Fri Mar 06 2015 19:28:30 GMT+0000 (UTC)","normal"
"1425434928936",0,735,197,118,42,"Fri Mar 06 2015 19:28:31 GMT+0000 (UTC)","normal"
"1425434928936",2,735,199,118,44,"Fri Mar 06 2015 19:28:33 GMT+0000 (UTC)","normal"
"1425434928936",2,737,201,118,45,"Fri Mar 06 2015 19:28:35 GMT+0000 (UTC)","normal"
"1425434928936",2,737,201,118,45,"Fri Mar 06 2015 19:28:36 GMT+0000 (UTC)","normal"
"1425434928936",2,737,201,118,45,"Fri Mar 06 2015 19:28:36 GMT+0000 (UTC)","normal"
"1425434928936",0,737,201,118,47,"Fri Mar 06 2015 19:28:38 GMT+0000 (UTC)","normal"
"1425434928936",0,737,201,118,47,"Fri Mar 06 2015 19:28:38 GMT+0000 (UTC)","normal"
"1425434928936",0,737,201,118,49,"Fri Mar 06 2015 19:28:41 GMT+0000 (UTC)","normal"
"1425434928936",0,737,201,118,49,"Fri Mar 06 2015 19:28:41 GMT+0000 (UTC)","normal"
"1425434928936",0,737,201,118,51,"Fri Mar 06 2015 19:28:43 GMT+0000 (UTC)","normal"
"1425434928936",0,738,202,118,52,"Fri Mar 06 2015 19:28:45 GMT+0000 (UTC)","normal"
"1425434928936",0,738,202,118,52,"Fri Mar 06 2015 19:28:46 GMT+0000 (UTC)","normal"
"1425434928936",0,741,202,118,53,"Fri Mar 06 2015 19:28:51 GMT+0000 (UTC)","normal"
"1425434928936",5,743,207,118,54,"Fri Mar 06 2015 19:28:59 GMT+0000 (UTC)","normal"
"1425434928936",5,745,207,118,54,"Fri Mar 06 2015 19:29:02 GMT+0000 (UTC)","normal"
"1425434928936",0,745,207,118,55,"Fri Mar 06 2015 19:30:56 GMT+0000 (UTC)","normal"
"1425434928936",2,747,209,118,56,"Fri Mar 06 2015 19:31:00 GMT+0000 (UTC)","normal"
"1425434928936",4,749,213,118,57,"Fri Mar 06 2015 19:31:03 GMT+0000 (UTC)","normal"
"1425434928936",4,749,213,118,57,"Fri Mar 06 2015 19:31:03 GMT+0000 (UTC)","normal"
"1425434928936",0,751,213,118,59,"Fri Mar 06 2015 19:31:06 GMT+0000 (UTC)","normal"
"1425434928936",0,751,213,118,59,"Fri Mar 06 2015 19:31:07 GMT+0000 (UTC)","normal"
"1425434928936",0,751,213,118,59,"Fri Mar 06 2015 19:31:07 GMT+0000 (UTC)","normal"
"1425434928936",1,752,214,118,60,"Fri Mar 06 2015 19:31:08 GMT+0000 (UTC)","normal"
"1425434928936",3,754,217,118,61,"Fri Mar 06 2015 19:31:11 GMT+0000 (UTC)","normal"
"1425434928936",3,754,217,118,61,"Fri Mar 06 2015 19:31:12 GMT+0000 (UTC)","normal"
"1425434928936",4,756,221,118,63,"Fri Mar 06 2015 19:31:14 GMT+0000 (UTC)","normal"
"1425434928936",4,756,221,118,63,"Fri Mar 06 2015 19:31:15 GMT+0000 (UTC)","normal"
"1425434928936",4,756,221,118,63,"Fri Mar 06 2015 19:31:16 GMT+0000 (UTC)","normal"
"1425434928936",4,756,221,118,63,"Fri Mar 06 2015 19:31:17 GMT+0000 (UTC)","normal"
"1425434928936",4,756,221,118,63,"Fri Mar 06 2015 19:31:17 GMT+0000 (UTC)","normal"
